ID	clade	Order	Family	Tree.name	Order.spes	Latin.name
B10K-DU-002-16	Aves	Charadriiformes	Laridae	RYNNIG	Charadriiformes	Rynchops niger
B10K-DU-002-18	Aves	Passeriformes	Acrocephalidae	HIPICT	Passeriformes	Hippolais icterina
B10K-DU-002-19	Aves	Passeriformes	Sylviidae	SYLBOR	Passeriformes	Sylvia borin
B10K-DU-002-20	Aves	Passeriformes	Certhiidae	CERBRA	Passeriformes	Certhia brachydactyla
B10K-DU-002-22	Aves	Passeriformes	Paradisaeidae	PARRAG	Passeriformes	Paradisaea raggiana
B10K-DU-002-23	Aves	Passeriformes	Bombycillidae	BOMGAR	Passeriformes	Bombycilla garrulus
B10K-DU-002-24	Aves	Passeriformes	Oriolidae	ORIORI	Passeriformes	Oriolus oriolus
B10K-DU-002-25	Aves	Passeriformes	Sittidae	SITEUR	Passeriformes	Sitta europaea
B10K-DU-002-26	Aves	Passeriformes	Phylloscopidae	RHASIB	Passeriformes	Rhadina sibilatrix
B10K-DU-002-28	Aves	Charadriiformes	Laridae	LARSMI	Charadriiformes	Larus smithsonianus
B10K-DU-002-30	Aves	Passeriformes	Cisticolidae	CISJUN	Passeriformes	Cisticola juncidis
B10K-DU-002-32	Aves	Passeriformes	Ptiliogonatidae	PHANIT	Passeriformes	Phainopepla nitens
B10K-DU-002-35	Aves	Bucerotiformes	Phoeniculidae	RHICYA	Bucerotiformes	Rhinopomastus cyanomelas
B10K-DU-002-36	Aves	Charadriiformes	Glareolidae	RHIAFR	Charadriiformes	Rhinoptilus africanus
B10K-DU-002-37	Aves	Piciformes	Ramphastidae	TRILEU	Piciformes	Tricholaema leucomelas
B10K-DU-002-40	Aves	Passeriformes	Nicatoridae	NICCHL	Passeriformes	Nicator chloris
B10K-DU-002-42	Aves	Passeriformes	Pycnonotidae	PYCJOC	Passeriformes	Pycnonotus jocosus
B10K-DU-002-43	Aves	Passeriformes	Leiothrichidae	LEILUT	Passeriformes	Leiothrix lutea
B10K-DU-002-46	Aves	Passeriformes	Rhinocryptidae	SCYSUP	Passeriformes	Scytalopus superciliaris
B10K-DU-002-47	Aves	Charadriiformes	Thinocoridae	THIORB	Charadriiformes	Thinocorus orbignyianus
B10K-DU-002-48	Aves	Pelecaniformes	Fregatidae	FREMAG	Pelecaniformes	Fregata magnificens
B10K-DU-002-49	Aves	Pelecaniformes	Sulidae	SULDAC	Pelecaniformes	Sula dactylatra
B10K-DU-002-50	Aves	Passeriformes	Viduidae	VIDMAC	Passeriformes	Vidua macroura
B10K-DU-002-51	Aves	Coraciiformes	Coraciidae	EURGUL	Coraciiformes	Eurystomus gularis
B10K-DU-002-52	Aves	Passeriformes	Peucedramidae	PEUTAE	Passeriformes	Peucedramus taeniatus
B10K-DU-002-53	Aves	Passeriformes	Pittidae	PITSOR	Passeriformes	Pitta sordida
B10K-DU-002-55	Aves	Passeriformes	Calyptomenidae	CALVIR	Passeriformes	Calyptomena viridis
B10K-DU-002-56	Aves	Passeriformes	Malaconotidae	DRYGAM	Passeriformes	Dryoscopus gambensis
B10K-DU-002-57	Aves	Passeriformes	Irenidae	CHLCYA	Passeriformes	Chloropsis cyanopogon
B10K-DU-002-58	Aves	Passeriformes	Vireonidae	ERPZAN	Passeriformes	Erpornis zantholeuca
B10K-DU-002-59	Aves	Charadriiformes	Jacanidae	JACJAC	Charadriiformes	Jacana jacana
B10K-DU-002-60	Aves	Passeriformes	Scotocercidae	ERYMCC	Passeriformes	Erythrocercus mccallii
B10K-DU-002-69	Aves	Coraciiformes	Todidae	TODMEX	Coraciiformes	Todus mexicanus
B10K-DU-002-70	Aves	Pelecaniformes	Scopidae	SCOUMB	Pelecaniformes	Scopus umbretta
B10K-DU-002-71	Aves	Passeriformes	Pomatostomidae	POSRUF	Passeriformes	Pomatostomus ruficeps
B10K-DU-002-79	Aves	Passeriformes	Philepittidae	NEOCOR	Passeriformes	Neodrepanis coruscans
B10K-DU-002-81	Aves	Passeriformes	Bernieridae	OXYMAD	Passeriformes	Oxylabes madagascariensis
B10K-DU-002-82	Aves	Passeriformes	Vangidae	MYSCRO	Passeriformes	Mystacornis crossleyi
B10K-DU-002-83	Aves	Passeriformes	Passeridae	HYPCIN	Passeriformes	Hypocryptadius cinnamomeus
B10K-DU-003-06	Aves	Passeriformes	Furnariidae	FURFIG	Passeriformes	Furnarius figulus
B10K-DU-003-16	Aves	Passeriformes	Pipromorphidae	MIOMAC	Passeriformes	Mionectes macconnelli
B10K-DU-003-42	Aves	Pterocliformes	Pteroclidae	SYRPAR	Pterocliformes	Syrrhaptes paradoxus
B10K-DU-003-44	Aves	Cuculiformes	Cuculidae	CROSUL	Cuculiformes	Crotophaga sulcirostris
B10K-DU-004-15	Aves	Passeriformes	Platyrinchidae	NEOCIN	Passeriformes	Neopipo cinnamomea
B10K-DU-005-01	Aves	Caprimulgiformes	Caprimulgidae	NYCLEU	Caprimulgiformes	Nyctiprogne leucopyga
B10K-DU-005-73	Aves	Charadriiformes	Scolopacidae	AREINT	Charadriiformes	Arenaria interpres
B10K-DU-005-78	Aves	Falconiformes	Falconidae	HERCAC	Falconiformes	Herpetotheres cachinnans
B10K-DU-006-06	Aves	Columbiformes	Columbidae	ALOBEC	Columbiformes	Alopecoenas beccarii
B10K-DU-006-09	Aves	Procellariiformes	Oceanitidae	FREGRA	Procellariiformes	Fregetta grallaria
B10K-DU-006-20	Aves	Charadriiformes	Rostratulidae	ROSBEN	Charadriiformes	Rostratula benghalensis
B10K-DU-007-02	Aves	Passeriformes	Pipritidae	PIPCHL	Passeriformes	Piprites chloris
B10K-DU-007-40	Aves	Trogoniformes	Trogonidae	TROMEL	Trogoniformes	Trogon melanurus
B10K-DU-007-42	Aves	Accipitriformes	Accipitridae	SPITYR	Accipitriformes	Spizaetus tyrannus
B10K-DU-008-47	Aves	Cuculiformes	Cuculidae	PIACAY	Cuculiformes	Piaya cayana
B10K-DU-008-62	Aves	Caprimulgiformes	Caprimulgidae	CHOACU	Caprimulgiformes	Chordeiles acutipennis
B10K-DU-008-63	Aves	Strigiformes	Strigidae	GLABRA	Strigiformes	Glaucidium brasilianum
B10K-DU-009-04	Aves	Podicipiformes	Podicipedidae	PODPOD	Podicipiformes	Podilymbus podiceps
B10K-DU-009-16	Aves	Charadriiformes	Laridae	PHASIM	Charadriiformes	Phaetusa simplex
B10K-DU-009-59	Aves	Passeriformes	Macrosphenidae	SYLVIR	Passeriformes	Sylvietta virens
B10K-DU-010-60	Aves	Accipitriformes	Accipitridae	CIRPEC	Accipitriformes	Circaetus pectoralis
B10K-DU-011-20	Aves	Musophagiformes	Musophagidae	CORCON	Musophagiformes	Corythaixoides concolor
B10K-DU-011-36	Aves	Anseriformes	Anhimidae	CHATOR	Anseriformes	Chauna torquata
B10K-DU-011-38	Aves	Accipitriformes	Sagittariidae	SAGSER	Accipitriformes	Sagittarius serpentarius
B10K-DU-011-42	Aves	Passeriformes	Remizidae	ANTMIN	Passeriformes	Anthoscopus minutus
B10K-DU-011-47	Aves	Gruiformes	Rallidae	ZAPATR	Gruiformes	Zapornia atra
B10K-DU-012-02	Aves	Passeriformes	Buphagidae	BUPERY	Passeriformes	Buphagus erythrorhynchus
B10K-DU-012-10	Aves	Passeriformes	Ptilonorhynchidae	PTIVIO	Passeriformes	Ptilonorhynchus violaceus
B10K-DU-012-14	Aves	Charadriiformes	Chionidae	PLUSOC	Charadriiformes	Pluvianellus socialis
B10K-DU-012-30	Aves	Passeriformes	Eupetidae	PICGYM	Passeriformes	Picathartes gymnocephalus
B10K-DU-012-37	Aves	Bucerotiformes	Upupidae	UPUEPO	Bucerotiformes	Upupa epops
B10K-DU-012-38	Aves	Passeriformes	Urocynchramidae	UROPYL	Passeriformes	Urocynchramus pylzowi
B10K-DU-012-41	Aves	Passeriformes	Eupetidae	CHAFRE	Passeriformes	Chaetops frenatus
B10K-DU-012-45	Aves	Procellariiformes	Procellariidae	PELURI	Procellariiformes	Pelecanoides urinatrix
B10K-DU-012-46	Aves	Passeriformes	Prunellidae	PRUFUL	Passeriformes	Prunella fulvescens
B10K-DU-012-47	Aves	Passeriformes	Sittidae	TICMUR	Passeriformes	Tichodroma muraria
B10K-DU-012-52	Aves	Coraciiformes	Brachypteraciidae	BRALEP	Coraciiformes	Brachypteracias leptosomus
B10K-DU-012-55	Aves	Charadriiformes	Dromadidae	DROARD	Charadriiformes	Dromas ardeola
B10K-DU-012-56	Aves	Pelecaniformes	Balaenicipitidae	BALREX	Pelecaniformes	Balaeniceps rex
B10K-DU-012-58	Aves	Accipitriformes	Pandionidae	PANHAL	Accipitriformes	Pandion haliaetus
B10K-DU-012-65	Aves	Gruiformes	Gruidae	GRUAME	Gruiformes	Grus americana
B10K-DU-012-80	Aves	Bucerotiformes	Bucerotidae	BUCABY	Bucerotiformes	Bucorvus abyssinicus
B10K-DU-013-18	Aves	Passeriformes	Prunellidae	PRUHIM	Passeriformes	Prunella himalayana
B10K-DU-013-51	Aves	Coraciiformes	Alcedinidae	CEYCYA	Coraciiformes	Ceyx cyanopectus
B10K-DU-015-11	Aves	Passeriformes	Emberizidae	EMBFUC	Passeriformes	Emberiza fucata
B10K-DU-015-28	Aves	Passeriformes	Plectrophenacidae	CALORN	Passeriformes	Calcarius ornatus
B10K-DU-017-21	Aves	Cuculiformes	Cuculidae	CENBEN	Cuculiformes	Centropus bengalensis
B10K-DU-017-25	Aves	Cuculiformes	Cuculidae	CENUNI	Cuculiformes	Centropus unirufus
B10K-DU-017-47	Aves	Psittaciformes	Cacatuidae	PROATE	Psittaciformes	Probosciger aterrimus
B10K-DU-021-26	Aves	Columbiformes	Columbidae	COLPIC	Columbiformes	Columbina picui
B10K-DU-021-33	Aves	Charadriiformes	Laridae	CHRMAC	Charadriiformes	Chroicocephalus maculipennis
B10K-DU-023-52	Aves	Passeriformes	Passerellidae	SPIPAS	Passeriformes	Spizella passerina
B10K-DU-024-03	Aves	Coraciiformes	Alcedinidae	HALSEN	Coraciiformes	Halcyon senegalensis
B10K-DU-025-06	Aves	Psittaciformes	Cacatuidae	EOLROS	Psittaciformes	Eolophus roseicapilla
B10K-DU-027-49	Aves	Pterocliformes	Pteroclidae	PTEBUR	Pterocliformes	Pterocles burchelli
B10K-DU-028-75	Aves	Passeriformes	Onychorhynchidae	ONYCOR	Passeriformes	Onychorhynchus coronatus
B10K-DU-029-24	Aves	Procellariiformes	Diomedeidae	THACHL	Procellariiformes	Thalassarche chlororhynchos
B10K-DU-029-28	Aves	Pelecaniformes	Anhingidae	ANHRUF	Pelecaniformes	Anhinga rufa
B10K-DU-029-32	Aves	Passeriformes	Orthonychidae	ORTSPA	Passeriformes	Orthonyx spaldingii
B10K-DU-029-33	Aves	Passeriformes	Corcoracidae	STRCIN	Passeriformes	Struthidea cinerea
B10K-DU-029-36	Aves	Passeriformes	Oreoicidae	ALERUF	Passeriformes	Aleadryas rufinucha
B10K-DU-029-37	Aves	Passeriformes	Melanocharitidae	MELVER	Passeriformes	Melanocharis versteri
B10K-DU-029-38	Aves	Passeriformes	Cnemophilidae	CNELOR	Passeriformes	Cnemophilus loriae
B10K-DU-029-39	Aves	Passeriformes	Eulacestomatidae	EULNIG	Passeriformes	Eulacestoma nigropectus
B10K-DU-029-40	Aves	Passeriformes	Rhagologidae	RHALEU	Passeriformes	Rhagologus leucostigma
B10K-DU-029-41	Aves	Passeriformes	Ifritidae	IFRKOW	Passeriformes	Ifrita kowaldi
B10K-DU-029-42	Aves	Passeriformes	Paramythiidae	OREARF	Passeriformes	Oreocharis arfaki
B10K-DU-029-43	Aves	Passeriformes	Machaerirhynchidae	MACNIG	Passeriformes	Machaerirhynchus nigripectus
B10K-DU-029-44	Aves	Passeriformes	Maluridae	MALELE	Passeriformes	Malurus elegans
B10K-DU-029-46	Aves	Charadriiformes	Turnicidae	TURVEL	Charadriiformes	Turnix velox
B10K-DU-029-47	Aves	Passeriformes	Neosittidae	DAPCHR	Passeriformes	Daphoenositta chrysoptera
B10K-DU-029-49	Aves	Passeriformes	Dasyornithidae	DASBRO	Passeriformes	Dasyornis broadbenti
B10K-DU-029-50	Aves	Passeriformes	Meliphagidae	GRAPIC	Passeriformes	Grantiella picta
B10K-DU-029-51	Aves	Passeriformes	Pardalotidae	PARPUN	Passeriformes	Pardalotus punctatus
B10K-DU-029-52	Aves	Passeriformes	Acanthizidae	ORISOL	Passeriformes	Origma solitaria
B10K-DU-029-53	Aves	Passeriformes	Climacteridae	CLIRUF	Passeriformes	Climacteris rufus
B10K-DU-029-58	Aves	Eurypygiformes	Rhynochetidae	RHYJUB	Eurypygiformes	Rhynochetos jubatus
B10K-DU-029-61	Aves	Passeriformes	Atrichornithidae	ATRCLA	Passeriformes	Atrichornis clamosus
B10K-DU-029-69	Aves	Passeriformes	Scotocercidae	HORVUL	Passeriformes	Horornis vulcanius
B10K-DU-029-75	Aves	Passeriformes	Notiomystidae	NOTCIN	Passeriformes	Notiomystis cincta
B10K-DU-029-76	Aves	Caprimulgiformes	Aegothelidae	AEGBEN	Caprimulgiformes	Aegotheles bennettii
B10K-DU-029-77	Aves	Passeriformes	Falcunculidae	FALFRO	Passeriformes	Falcunculus frontatus
B10K-DU-029-80	Aves	Charadriiformes	Pedionomidae	PEDTOR	Charadriiformes	Pedionomus torquatus
B10K-DU-030-03	Aves	Passeriformes	Petroicidae	DRYBRU	Passeriformes	Drymodes brunneopygia
B10K-DU-030-18	Aves	Passeriformes	Panuridae	PANBIA	Passeriformes	Panurus biarmicus
B10K-DU-030-22	Aves	Passeriformes	Mohouidae	MOHOCH	Passeriformes	Mohoua ochrocephala
B10K-DU-030-25	Aves	Charadriiformes	Haematopodidae	IBISTR	Charadriiformes	Ibidorhyncha struthersii
B10K-DU-030-41	Aves	Passeriformes	Sapayoidae	SAPAEN	Passeriformes	Sapayoa aenigma
B10K-DU-030-59	Aves	Coliiformes	Coliidae	UROIND	Coliiformes	Urocolius indicus
B10K-Elachura-formosa	Aves	Passeriformes	Timaliidae	ELAFOR	Passeriformes	Elachura formosa
B10K-Eudromia-elegans	Aves	Tinamiformes	Tinamidae	EUDELE	Tinamiformes	Eudromia elegans
B10K-IZ-033-77	Aves	Passeriformes	Vireonidae	PTEMEL	Passeriformes	Pteruthius melanotis
B10K-IZ-033-78	Aves	Passeriformes	Irenidae	CHLHAR	Passeriformes	Chloropsis hardwickii
B10K-IZ-033-81	Aves	Passeriformes	Timaliidae	PORRUF	Passeriformes	Pomatorhinus ruficollis
B10K-Nothocercus-julius	Aves	Tinamiformes	Tinamidae	NOTJUL	Tinamiformes	Nothocercus julius
B10K-Nothocercus-nigrocapillus	Aves	Tinamiformes	Tinamidae	NOTNIG	Tinamiformes	Nothocercus nigrocapillus
B10K-Nothoprocta-ornata	Aves	Tinamiformes	Tinamidae	NOTORN	Tinamiformes	Nothoprocta ornata
B10K-Nothoprocta-pentlandii	Aves	Tinamiformes	Tinamidae	NOTPEN	Tinamiformes	Nothoprocta pentlandii
B10K-UC-030-51	Aves	Charadriiformes	Chionidae	CHIMIN	Charadriiformes	Chionis minor
B10K-UC-030-53	Aves	Passeriformes	Promeropidae	PROCAF	Passeriformes	Promerops cafer
NCBI-001	Aves	Galliformes	Phasianidae	COTJAP	Galliformes	Coturnix japonica
NCBI-002	Aves	Passeriformes	Sturnidae	STUVUL	Passeriformes	Sturnus vulgaris
NCBI-003	Aves	Passeriformes	Zosteropidae	ZOSLAT	Passeriformes	Zosterops lateralis melanops
NCBI-004	Aves	Galliformes	Phasianidae	MELGAL	Galliformes	Meleagris gallopavo
NCBI-005	Aves	Apterygiformes	Apterygidae	APTAUS	Apterygiformes	Apteryx australis
NCBI-006	Aves	Falconiformes	Falconidae	FALCHE	Falconiformes	Falco cherrug
NCBI-007	Aves	Passeriformes	Emberizidae	ZONALB	Passeriformes	Zonotrichia albicollis
NCBI-008	Aves	Passeriformes	Pipridae	LEPCOR	Passeriformes	Lepidothrix coronata
NCBI-009	Aves	Anseriformes	Anatidae	ANSCYG	Anseriformes	Anser cygnoides
NCBI-010	Aves	Passeriformes	Parulidae	SETCOR	Passeriformes	Setophaga coronata
NCBI-011	Aves	Galliformes	Phasianidae	GALGAL	Galliformes	Gallus gallus
NCBI-012	Aves	Passeriformes	Muscicapidae	FICALB	Passeriformes	Ficedula albicollis
NCBI-013	Aves	Passeriformes	Estrildidae	TAEGUT	Passeriformes	Taeniopygia guttata
