"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ID","significant","diffexpressed","ERVK_related"
"TAEGUT_R03469",464.691976386727,1.1847359938061,0.664565816761324,1.78272183721359,0.074631594791553,0.136025781332616,"TAEGUT_R03469","NS.",NA,NA
"TAEGUT_R03468",0.712475514039854,1.7644783183091,2.81343394731717,0.627161807012271,0.530553175923068,0.649599099219598,"TAEGUT_R03468","NS.",NA,NA
"TAEGUT_R04207",62.4313304601693,1.57918917678577,0.659941152448127,2.39292423411934,0.0167146922904871,0.0377570308378739,"TAEGUT_R04207","significant","UP",NA
"TAEGUT_R14752",156.784085805282,1.3961349854823,0.488240581486269,2.85952261737908,0.00424279162212564,0.0114130496216051,"TAEGUT_R14752","significant","UP",NA
"TAEGUT_R03461",3142.37962001941,1.89327586391968,1.08599728610657,1.74335229759855,0.0812720953683773,0.146187060536234,"TAEGUT_R03461","NS.",NA,NA
"TAEGUT_R03460",644.093377753483,2.74325419330184,0.493484318061447,5.55894907477133,2.71403864900402e-08,2.24662088167555e-07,"TAEGUT_R03460","significant","UP",NA
"TAEGUT_R03463",5.73507508133357,-0.353885250586373,1.56950798684721,-0.225475278591763,0.82160955506852,0.879306973950054,"TAEGUT_R03463","NS.",NA,NA
"TAEGUT_R03462",38943.5080492713,-6.61561942295095,0.7632487171106,-8.66771115973235,4.40893467973158e-18,2.51006573766688e-16,"TAEGUT_R03462","significant","DOWN",NA
"TAEGUT_R03465",14.62733275862,1.44014359039922,0.991364665757692,1.45268803714981,0.146310389957835,0.238001427441028,"TAEGUT_R03465","NS.",NA,NA
"TAEGUT_R03464",131.729340842154,1.58859085092198,0.674329865420608,2.35580675331814,0.0184825299225097,0.0410694175325766,"TAEGUT_R03464","significant","UP",NA
"TAEGUT_R03467",5.82875833445018,4.9126598569635,0.971655125009782,5.05597071482954,4.28207045018255e-07,2.81224681907306e-06,"TAEGUT_R03467","significant","UP",NA
"TAEGUT_R03466",783.321708966631,3.37961475206247,0.697071339173669,4.84830542031577,1.24520586103108e-06,7.4657548511741e-06,"TAEGUT_R03466","significant","UP",NA
"TAEGUT_R05852",427.054875999566,0.954863017011938,0.638583563057868,1.49528279813461,0.134840652521084,0.222233056073462,"TAEGUT_R05852","NS.",NA,NA
"TAEGUT_R05853",12.2250886604597,3.03328611116956,0.628497739135242,4.82624824608454,1.39129070153933e-06,8.26368615999942e-06,"TAEGUT_R05853","significant","UP",NA
"TAEGUT_R05850",1220.39990995075,1.25000333486594,0.261608536396861,4.77814429178136,1.76920406750927e-06,1.03599201644264e-05,"TAEGUT_R05850","significant","UP",NA
"TAEGUT_R05851",207.183174013167,0.258929064430872,0.234003782073335,1.10651657907703,0.268502992125254,0.387535119253279,"TAEGUT_R05851","NS.",NA,NA
"TAEGUT_R05856",64.2048023957762,-1.2456846273683,0.467756599607557,-2.66310433335076,0.0077423404344619,0.0193426665923575,"TAEGUT_R05856","significant","DOWN",NA
"TAEGUT_R05857",1.25566924850074,3.38700106195411,2.21588279240711,1.5285109273649,0.126385732545286,0.210628162452262,"TAEGUT_R05857","NS.",NA,NA
"TAEGUT_R05854",3.63677683645149,4.92267407972455,1.70334548096456,2.89000331097657,0.00385237768936719,0.0104646841321195,"TAEGUT_R05854","significant","UP",NA
"TAEGUT_R05855",57.3660501614011,1.50330390877887,0.63019507154796,2.38545805362501,0.0170578675428925,0.038421090002615,"TAEGUT_R05855","significant","UP",NA
"TAEGUT_R09032",4.98859271608655,5.38164087346708,0.732543197540297,7.34651675360215,2.03438735110909e-13,4.59713691473372e-12,"TAEGUT_R09032","significant","UP",NA
"TAEGUT_R05858",65.5885293780925,0.832756948099197,0.499567497548356,1.66695582115726,0.0955231898836101,0.167185305814464,"TAEGUT_R05858","NS.",NA,NA
"TAEGUT_R05859",56.1190994166471,8.87692362376642,1.08603697519109,8.17368453058841,2.99111304305344e-16,1.17138620035144e-14,"TAEGUT_R05859","significant","UP",NA
"TAEGUT_R17200",138.020806010847,1.06480206046874,0.852602797285519,1.24888408044028,0.211707475065917,0.320518405184582,"TAEGUT_R17200","NS.",NA,NA
"TAEGUT_R17201",4.93871510048576,0.341421412566758,1.9402509886502,0.175967652929418,0.860319355093519,0.907071189139455,"TAEGUT_R17201","NS.",NA,NA
"TAEGUT_R17202",6.61171232325975,0.236434554842087,0.8007725237872,0.295258076193581,0.767796739943775,0.84109021212643,"TAEGUT_R17202","NS.",NA,NA
"TAEGUT_R17203",1872.24018256529,-2.07674376913156,0.364836290542752,-5.69226204455174,1.25367249148335e-08,1.11313043564108e-07,"TAEGUT_R17203","significant","DOWN",NA
"TAEGUT_R17204",2028.10807461993,-2.68179086545047,0.397642028609119,-6.744233940338,1.53836503971739e-11,2.45932087489439e-10,"TAEGUT_R17204","significant","DOWN",NA
"TAEGUT_R17205",47.5289693618731,-0.543810465278833,0.638943283077394,-0.851109135476994,0.394708731157936,0.521827597438247,"TAEGUT_R17205","NS.",NA,NA
"TAEGUT_R17206",413.395439158712,4.34727022176932,0.481238505654614,9.03350453192822,1.66260093108385e-19,1.23863769365747e-17,"TAEGUT_R17206","significant","UP",NA
"TAEGUT_R17207",15.4083902716959,-1.9574053806724,1.38965759645242,-1.40855228343252,0.158967596771539,0.254250556192274,"TAEGUT_R17207","NS.",NA,NA
"TAEGUT_R17208",5.34824805341769,0.336771643419574,0.768554633001578,0.438188293920391,0.661249793674336,0.758486880936608,"TAEGUT_R17208","NS.",NA,NA
"TAEGUT_R17209",5133.2506347462,-0.720251362961483,0.550011030527863,-1.30952166953858,0.190357702389302,0.294444614758212,"TAEGUT_R17209","NS.",NA,NA
"TAEGUT_R10274",9.67717204055687,-0.444127656916302,0.860486685845757,-0.516135419898772,0.605759831112281,0.713900481923835,"TAEGUT_R10274","NS.",NA,NA
"TAEGUT_R10275",227.323469539998,-0.713481592772384,0.422364731317795,-1.68925466514757,0.0911706371617178,0.160836776611625,"TAEGUT_R10275","NS.",NA,NA
"TAEGUT_R10276",48.399830945478,1.27408767493434,0.750392536545887,1.69789491883683,0.0895275964542874,0.158554212979494,"TAEGUT_R10276","NS.",NA,NA
"TAEGUT_R10277",12.4745342630959,0.21173194077247,0.596891896677554,0.354724099876412,0.722796294450933,0.807635295345844,"TAEGUT_R10277","NS.",NA,NA
"TAEGUT_R10270",113.786722148754,-0.379496013659675,0.937458071209049,-0.40481385281609,0.685614345355363,0.777201082174233,"TAEGUT_R10270","NS.",NA,NA
"TAEGUT_R10271",15.0158212591892,-1.3481409169738,1.70022947843996,-0.792917035064455,0.427826161607563,0.554238592187165,"TAEGUT_R10271","NS.",NA,NA
"TAEGUT_R10272",902.801441499601,1.46312922599806,0.216929399500495,6.74472537778229,1.53316731196379e-11,2.45512736975427e-10,"TAEGUT_R10272","significant","UP",NA
"TAEGUT_R10273",716.617414484887,-2.75693048398489,0.386929417683246,-7.12515088796327,1.03966729742735e-12,2.11391627894823e-11,"TAEGUT_R10273","significant","DOWN",NA
"TAEGUT_R10278",3.22036705915859,4.74518766769891,0.846349008149589,5.60665590909539,2.06273166551356e-08,1.75313807150957e-07,"TAEGUT_R10278","significant","UP",NA
"TAEGUT_R10279",150.770995341065,2.23090899210922,0.671756863904726,3.3210066200762,0.000896934098311682,0.00287404733625604,"TAEGUT_R10279","significant","UP",NA
"TAEGUT_R08410",5.71934552504813,-0.761155351041495,1.45677765568363,-0.52249246689901,0.601327490084822,0.710479538687613,"TAEGUT_R08410","NS.",NA,NA
"TAEGUT_R09354",42.456723169568,1.53245610912702,0.65865757222007,2.32663552923521,0.0199846718751755,0.0439262028354671,"TAEGUT_R09354","significant","UP",NA
"TAEGUT_R02776",0.781312900077403,2.68122167400315,1.44517212681829,1.85529572861758,0.0635540078431211,0.118961825260968,"TAEGUT_R02776","NS.",NA,NA
"TAEGUT_R09998",1339.33562581917,-0.215306408185278,0.284705677787884,-0.756242059723479,0.449504079675208,0.575133624551561,"TAEGUT_R09998","NS.",NA,NA
"TAEGUT_R02777",73.1790154660183,0.535599529790376,0.317704117790558,1.68584383959248,0.0918258813303582,0.161813102534657,"TAEGUT_R02777","NS.",NA,NA
"TAEGUT_R02802",1.40050167844587,0.649194090171552,1.6567861427756,0.391839401242192,0.695176880319969,0.785032474478208,"TAEGUT_R02802","NS.",NA,NA
"TAEGUT_R11040",2635.22267662258,-2.21971437739568,0.462997740685723,-4.79422291371912,1.63306607884287e-06,9.61588028888272e-06,"TAEGUT_R11040","significant","DOWN",NA
"TAEGUT_R18909",49.892248217424,-1.25346498968653,0.404416562889835,-3.09944029178642,0.00193886653155944,0.0056876414558338,"TAEGUT_R18909","significant","DOWN",NA
"TAEGUT_R11737",374.595433848052,-1.42481680025792,0.342274450664654,-4.16279040837289,3.14381915768233e-05,0.000141679865253585,"TAEGUT_R11737","significant","DOWN",NA
"TAEGUT_R02772",16.2330186353209,0.778890281774819,0.985144455776264,0.790635603954221,0.429156664016999,0.555434032039373,"TAEGUT_R02772","NS.",NA,NA
"TAEGUT_R18891",2.25951643068847,4.23078537740682,2.94993065554441,1.43419824783171,0.151515696944921,0.24482821080518,"TAEGUT_R18891","NS.",NA,NA
"TAEGUT_R07155",17.1312957128272,4.15946174516732,0.911970235612577,4.56096217040831,5.09197549780878e-06,2.72639406777678e-05,"TAEGUT_R07155","significant","UP",NA
"TAEGUT_R11042",123.569979569989,4.75131366529654,0.985846531538587,4.8195266842206,1.43899206140556e-06,8.53107136932758e-06,"TAEGUT_R11042","significant","UP",NA
"TAEGUT_R02805",9.72108205532029,4.540927896947,1.19753919268951,3.79188249091764,0.000149509658349471,0.000576050142230527,"TAEGUT_R02805","significant","UP",NA
"TAEGUT_R11043",49.700623267415,3.33858915850321,0.779391632847043,4.28358352566304,1.83907013646186e-05,8.73592668557923e-05,"TAEGUT_R11043","significant","UP",NA
"TAEGUT_R02806",118.24401498226,0.222090446597634,0.904798566100729,0.245458442263832,0.806101482289299,0.869175003970009,"TAEGUT_R02806","NS.",NA,NA
"TAEGUT_R11044",303.611496391643,2.3692225911218,0.825152262085005,2.87125503980953,0.00408845518623148,0.0110345608857006,"TAEGUT_R11044","significant","UP",NA
"TAEGUT_R02771",2.13539432555,3.73070352099711,1.06532888488666,3.50192656363957,0.000461906914020733,0.00158615208213962,"TAEGUT_R02771","significant","UP",NA
"TAEGUT_R11045",1209.2496448588,2.16772247694632,0.552759378229619,3.92163853264529,8.79488603676578e-05,0.00035650598617045,"TAEGUT_R11045","significant","UP",NA
"TAEGUT_R02808",45.7108372732111,-1.34996052379016,0.520975808570739,-2.59121537234845,0.00956376174992768,0.0232208865811102,"TAEGUT_R02808","significant","DOWN",NA
"TAEGUT_R09035",2.27104805245866,3.57838852519829,0.71083208658935,5.0340841285989,4.80138792156652e-07,3.12746142213513e-06,"TAEGUT_R09035","significant","UP",NA
"TAEGUT_R11046",1390.67619208063,-0.584722314079741,0.165389965930556,-3.53541589291611,0.000407133828407429,0.00141823860737653,"TAEGUT_R11046","significant",NA,NA
"TAEGUT_R16725",2.93074886714364,-0.430553895732867,1.03279990878939,-0.416880261189748,0.676765992027162,0.770262039741126,"TAEGUT_R16725","NS.",NA,NA
"TAEGUT_R11047",610.972554025157,-0.715626971895054,0.412857919858388,-1.73334926490091,0.083033609382004,0.148894371468444,"TAEGUT_R11047","NS.",NA,NA
"TAEGUT_R18900",195.483974971277,0.245227218876091,0.40228124489059,0.609591478575608,0.542132457865711,0.659704602591389,"TAEGUT_R18900","NS.",NA,NA
"TAEGUT_R08218",2225.44631926217,-2.32765475101746,0.288409288934397,-8.07066499008261,6.99163136465196e-16,2.55939334715244e-14,"TAEGUT_R08218","significant","DOWN",NA
"TAEGUT_R09036",0.679071425480303,2.47813862630148,2.24964784070672,1.10156735710376,0.270649806214561,0.389778230319724,"TAEGUT_R09036","NS.",NA,NA
"TAEGUT_R07808",19.4001938512004,-0.865466718841512,0.557934288805481,-1.55119829737378,0.120854170067352,0.203077597491149,"TAEGUT_R07808","NS.",NA,NA
"TAEGUT_R02778",0.504828586972146,2.05378152528477,2.6946053751994,0.762182672159477,0.445950986475594,0.571776619432775,"TAEGUT_R02778","NS.",NA,NA
"TAEGUT_R11360",37.6693249765528,-1.97422802621824,1.05293992712071,-1.87496738927624,0.060797210008162,0.114684105157886,"TAEGUT_R11360","NS.",NA,NA
"TAEGUT_R16723",38.5930928496913,0.476941959882258,0.81902334033035,0.582330119786189,0.560344341230783,0.674725162349268,"TAEGUT_R16723","NS.",NA,NA
"TAEGUT_R01491",145.059383217148,-2.87355608700728,0.423539891298319,-6.78461733131839,1.163946085068e-11,1.90875148189311e-10,"TAEGUT_R01491","significant","DOWN",NA
"TAEGUT_R05118",3.13275266359003,-0.838574266515881,0.58611126309102,-1.4307424533926,0.152504041292397,0.245987574046735,"TAEGUT_R05118","NS.",NA,NA
"TAEGUT_R14767",67.432088274,-0.451398617358027,0.726894299167785,-0.620996227202262,0.534602105529122,0.653213592274817,"TAEGUT_R14767","NS.",NA,NA
"TAEGUT_R12469",62.2392135041183,0.72006080460933,0.722795266065533,0.99621682434213,0.31914480655065,0.443122433789604,"TAEGUT_R12469","NS.",NA,NA
"TAEGUT_R09037",107.337844769832,9.47617063235217,0.807585403544099,11.7339548124147,8.53744305846983e-32,4.07065285027841e-29,"TAEGUT_R09037","significant","UP",NA
"TAEGUT_R16153",201.791458100304,1.81036396194876,0.408965088730581,4.42669560760821,9.56876111651016e-06,4.84973191639866e-05,"TAEGUT_R16153","significant","UP",NA
"TAEGUT_R06179",69.3980954794405,-0.724092237685207,0.237035088572536,-3.05478923836048,0.00225218730996582,0.00648749680949525,"TAEGUT_R06179","significant",NA,NA
"TAEGUT_R16151",162.54786856469,-2.66360207937473,0.68397038198776,-3.8943237156465,9.847307364574e-05,0.000394886135528081,"TAEGUT_R16151","significant","DOWN",NA
"TAEGUT_R16150",78.4642664031832,-0.957919128614072,0.525710253065768,-1.8221427545455,0.0684333279020773,0.126469033890351,"TAEGUT_R16150","NS.",NA,NA
"TAEGUT_R16157",9.76420483985209,2.74829016571095,0.823232245815561,3.3384141348694,0.00084258067071293,0.00271998959915995,"TAEGUT_R16157","significant","UP",NA
"TAEGUT_R16156",1899.13513302027,0.431255822238991,0.310791464821122,1.38760510198439,0.165257327023254,0.262605210880479,"TAEGUT_R16156","NS.",NA,NA
"TAEGUT_R16154",12.0395582487672,2.75917342955793,0.942176396843562,2.92851045600546,0.00340590377036395,0.00936930574186949,"TAEGUT_R16154","significant","UP",NA
"TAEGUT_R06170",172.01209204098,-1.18247364908114,0.658261895985884,-1.7963574320372,0.0724376892720714,0.132686478082688,"TAEGUT_R06170","NS.",NA,NA
"TAEGUT_R06171",1570.62191400551,0.134057713735117,0.304628626796389,0.440069323572534,0.65988689911939,0.757469933193199,"TAEGUT_R06171","NS.",NA,NA
"TAEGUT_R16159",63.0952577909469,0.241739055868096,0.315057533865784,0.767285431654138,0.442911828234719,0.568730797621122,"TAEGUT_R16159","NS.",NA,NA
"TAEGUT_R16158",3521.44427076959,-5.70318536490824,0.675250988905669,-8.44602297310364,3.01394408452118e-17,1.45893252741086e-15,"TAEGUT_R16158","significant","DOWN",NA
"TAEGUT_R06174",1418.87469438818,0.90462508576874,0.216313121960009,4.18201668753125,2.88934756935483e-05,0.00013130958729454,"TAEGUT_R06174","significant",NA,NA
"TAEGUT_R06175",1089.52584874532,1.40469395713945,0.448819734290616,3.12975087728627,0.00174954607141963,0.00520109971429177,"TAEGUT_R06175","significant","UP",NA
"TAEGUT_R06176",1101.43950793774,2.84172784868186,0.29718556887763,9.56213270857703,1.15354647334478e-21,1.22224657442398e-19,"TAEGUT_R06176","significant","UP",NA
"TAEGUT_R06177",291.63704429189,4.45493104626546,0.936620011383049,4.75639105733726,1.97084518236644e-06,1.14283853201863e-05,"TAEGUT_R06177","significant","UP",NA
"TAEGUT_R18991",43.4078114567103,0.112658808270594,0.744115950915563,0.151399534080648,0.879660556976114,0.919150148010949,"TAEGUT_R18991","NS.",NA,NA
"TAEGUT_R18990",95.5894746111672,-0.984129600684943,0.315659579387911,-3.117692808795,0.00182272678604313,0.00538663961636904,"TAEGUT_R18990","significant",NA,NA
"TAEGUT_R18993",18.7444617644639,4.45502921494335,0.965463057724251,4.61439635551106,3.9423944677537e-06,2.15813281541328e-05,"TAEGUT_R18993","significant","UP",NA
"TAEGUT_R18992",563.994685858959,0.161776478702279,0.428666093263997,0.377395089661659,0.705880015458742,0.793735254691889,"TAEGUT_R18992","NS.",NA,NA
"TAEGUT_R18995",6.89419515413317,-1.48549442618934,1.2529234416325,-1.18562266203098,0.235771348604139,0.348603082454309,"TAEGUT_R18995","NS.",NA,NA
"TAEGUT_R18994",0.797115301130288,-0.884266318204856,2.81960086973834,-0.313614003916419,0.75381422219348,0.831426682143628,"TAEGUT_R18994","NS.",NA,NA
"TAEGUT_R18997",0.610023993745419,2.31507253551956,0.919711145003079,2.51717351485592,0.0118300552953947,0.027858107740927,"TAEGUT_R18997","significant","UP",NA
"TAEGUT_R18996",268.710268636198,-3.16670423800014,1.23305564339235,-2.56817626598584,0.0102235155760471,0.0246173996516348,"TAEGUT_R18996","significant","DOWN",NA
"TAEGUT_R18999",23.4100316032247,3.47190777339061,0.563357306099201,6.16288763064208,7.14301981434126e-10,8.18699963336037e-09,"TAEGUT_R18999","significant","UP",NA
"TAEGUT_R18998",3.15497023825304,3.73331857959504,1.34018528535586,2.78567345902752,0.00534166519495876,0.0139824648089835,"TAEGUT_R18998","significant","UP",NA
"TAEGUT_R09155",84.5776130327344,0.199697189578026,1.07177876045428,0.186323145173527,0.852191358037971,0.90154168962171,"TAEGUT_R09155","NS.",NA,NA
"TAEGUT_R01814",947.100211283623,-0.940356863298848,0.298176965440617,-3.15368714652146,0.0016122181920772,0.00484071557923432,"TAEGUT_R01814","significant",NA,NA
"TAEGUT_R07213",218.610281753969,1.53929251591184,0.535072565014418,2.87679207748273,0.00401740211112433,0.0108572896504695,"TAEGUT_R07213","significant","UP",NA
"TAEGUT_R17103",231.010408006173,0.403419204931304,0.545076776347404,0.740114461736277,0.459230544342667,0.584052076667334,"TAEGUT_R17103","NS.",NA,NA
"TAEGUT_R11362",3.72607487311109,2.76918132575182,1.38895518363615,1.99371539008362,0.0461831665281969,0.0906085127071054,"TAEGUT_R11362","NS.",NA,NA
"TAEGUT_R00462",1048.06792596346,0.350863408268109,0.585319857533733,0.599438757718703,0.548880337938228,0.665351993533321,"TAEGUT_R00462","NS.",NA,NA
"TAEGUT_R17102",301.789286594848,0.110755908907479,0.312322326250334,0.354620530133685,0.722873893692226,0.807653831312135,"TAEGUT_R17102","NS.",NA,NA
"TAEGUT_R12144",3.06017231108328,4.66465071160221,0.914963371871715,5.09818300382874,3.42929209821895e-07,2.28603491426885e-06,"TAEGUT_R12144","significant","UP",NA
"TAEGUT_R17101",644.957789961586,-0.413441619048798,0.332679339867255,-1.24276313405506,0.213955131304771,0.323237663517474,"TAEGUT_R17101","NS.",NA,NA
"TAEGUT_R02413",1939.61686916928,-1.5243599721485,0.308935335933899,-4.93423637519621,8.04649451104864e-07,5.03156535458097e-06,"TAEGUT_R02413","significant","DOWN",NA
"TAEGUT_R02412",119.413602022857,-3.62711775351803,1.07190364601336,-3.38380951217774,0.000714875818714009,0.00234625909731777,"TAEGUT_R02412","significant","DOWN",NA
"TAEGUT_R07171",497.80499023269,2.17844018144858,0.731176816296908,2.9793616713416,0.0028884961693008,0.00807525636776677,"TAEGUT_R07171","significant","UP",NA
"TAEGUT_R07170",24.0481089575648,3.14686655650201,0.769463646328451,4.08968841025498,4.31953070406932e-05,0.00018783347868205,"TAEGUT_R07170","significant","UP",NA
"TAEGUT_R07177",87.5967480414448,0.335358513252296,0.976143260966084,0.343554605827421,0.731181268123638,0.814026568539724,"TAEGUT_R07177","NS.",NA,NA
"TAEGUT_R07176",46.8467357661246,-1.09358172325265,0.889504113530631,-1.22942851710037,0.218911183750891,0.328901378328108,"TAEGUT_R07176","NS.",NA,NA
"TAEGUT_R07175",747.977186695557,0.467800273646174,0.388341789273309,1.20460966748274,0.228354022872913,0.340088077794175,"TAEGUT_R07175","NS.",NA,NA
"TAEGUT_R07174",20.9461224019463,0.307447225375706,1.17017414113088,0.2627363010078,0.792753835280716,0.859192056434186,"TAEGUT_R07174","NS.",NA,NA
"TAEGUT_R16337",39.1827862434707,-0.255056460918168,1.36601534501211,-0.18671566307764,0.85188357471183,0.901316073277711,"TAEGUT_R16337","NS.",NA,NA
"TAEGUT_R16336",72.4951328203569,1.6476066077057,0.818857709944921,2.01207925100507,0.0442115835197589,0.0873062042750923,"TAEGUT_R16336","NS.",NA,NA
"TAEGUT_R07179",492.400792043318,0.600696222701064,0.544500695009985,1.103205612419,0.269937884600376,0.38901732923518,"TAEGUT_R07179","NS.",NA,NA
"TAEGUT_R07178",101.701810078096,-0.964528850078789,0.86844552558281,-1.11063828607039,0.26672407602971,0.385434276256905,"TAEGUT_R07178","NS.",NA,NA
"TAEGUT_R16333",1.01118501686289,3.05369646321011,1.63136546745877,1.8718653325223,0.0612252368304247,0.1153727612716,"TAEGUT_R16333","NS.",NA,NA
"TAEGUT_R16332",17.719161576563,1.53545295585133,0.789403794588079,1.9450792691623,0.0517654385505159,0.0997815881767088,"TAEGUT_R16332","NS.",NA,NA
"TAEGUT_R16331",31.0048857901721,2.6207103101203,1.15101587798961,2.27686720942346,0.0227941565363084,0.0493059037609701,"TAEGUT_R16331","significant","UP",NA
"TAEGUT_R16330",183.452693710871,2.10396829795154,0.757070293869446,2.77909239734925,0.00545110173019298,0.014212359835713,"TAEGUT_R16330","significant","UP",NA
"TAEGUT_R14951",138.052388893769,-1.62627073736407,0.409342150560871,-3.97288853624234,7.10062814133614e-05,0.000293887109183079,"TAEGUT_R14951","significant","DOWN",NA
"TAEGUT_R17105",20.9895617063426,0.969184155232452,0.783906767944158,1.2363513045999,0.21632800832855,0.325970433344561,"TAEGUT_R17105","NS.",NA,NA
"TAEGUT_R06399",213.567311741571,10.1263759661919,0.938367285190452,10.7914844496487,3.77639763502038e-27,8.3748204296638e-25,"TAEGUT_R06399","significant","UP",NA
"TAEGUT_R04219",62.0418121780245,-0.622886198666914,0.816194075433756,-0.763159421778318,0.445368325551698,0.571298406303603,"TAEGUT_R04219","NS.",NA,NA
"TAEGUT_R12464",60.6328912654136,-5.63128887841567,1.18315336251587,-4.75955954386273,1.94015883595805e-06,1.12572891145093e-05,"TAEGUT_R12464","significant","DOWN",NA
"TAEGUT_R16976",84.8257653313883,1.06242081795726,0.880193784962898,1.20703058361409,0.22742036601135,0.33896227106662,"TAEGUT_R16976","NS.",NA,NA
"TAEGUT_R14953",137.670413700353,-0.18097249393205,0.80226338636538,-0.225577406382632,0.821530115033375,0.879306973950054,"TAEGUT_R14953","NS.",NA,NA
"TAEGUT_R14797",0.321530732284313,1.32400287292334,2.29014553597721,0.578130451590877,0.563176049303131,0.67747389308804,"TAEGUT_R14797","NS.",NA,NA
"TAEGUT_R14796",74.0081241185736,1.153230372749,0.714502249650603,1.6140332284649,0.106520219013451,0.183151752294346,"TAEGUT_R14796","NS.",NA,NA
"TAEGUT_R14795",2.46536572691782,4.35689067666761,1.42711301352221,3.05294019141099,0.00226611098467708,0.00652464805250018,"TAEGUT_R14795","significant","UP",NA
"TAEGUT_R14794",3.10600548346577,4.68379981396631,1.20843944460539,3.87590775431513,0.000106227925523795,0.000422607216435088,"TAEGUT_R14794","significant","UP",NA
"TAEGUT_R14793",150.848134051419,0.0608607249495325,0.896754255393678,0.0678677849404957,0.945890883496865,0.964037349973398,"TAEGUT_R14793","NS.",NA,NA
"TAEGUT_R14792",7.12932949585372,5.90306511433749,0.804832031031479,7.33453054393483,2.22500021496371e-13,5.00415142686178e-12,"TAEGUT_R14792","significant","UP",NA
"TAEGUT_R14791",5.91034353631758,3.74835780176315,0.726647694916001,5.15842522860608,2.49035521693866e-07,1.70664946810831e-06,"TAEGUT_R14791","significant","UP","ERVK_related"
"TAEGUT_R14790",10.676018708392,2.01557259149038,0.7114086516454,2.83321349385983,0.00460825970704723,0.0122732480286,"TAEGUT_R14790","significant","UP",NA
"TAEGUT_R13275",798.151304705844,0.619155757205045,1.00051074234938,0.618839689568104,0.536021972775725,0.654398352629537,"TAEGUT_R13275","NS.",NA,NA
"TAEGUT_R16506",662.205023165821,-0.0473863643547526,0.367565119953668,-0.128919643846309,0.8974212328378,0.932324749574165,"TAEGUT_R16506","NS.",NA,NA
"TAEGUT_R14799",8.42522838571263,-0.712607168805828,0.694526133817802,-1.02603362797687,0.304875733395769,0.428415658572714,"TAEGUT_R14799","NS.",NA,"ERVK_related"
"TAEGUT_R14798",34.9838723587429,0.219496878746744,0.661507287842263,0.331813243453008,0.740030283491233,0.821289355062251,"TAEGUT_R14798","NS.",NA,NA
"TAEGUT_R07289",47.9380283970216,-0.0909688055582244,1.25163328358663,-0.0726800787028831,0.942060701508619,0.962190419277694,"TAEGUT_R07289","NS.",NA,NA
"TAEGUT_R07288",396.539356290673,-0.15861701872735,0.349332241319011,-0.45405777070116,0.649787246794462,0.749847217799758,"TAEGUT_R07288","NS.",NA,NA
"TAEGUT_R16507",65.6580542099898,-0.638274375734142,0.593359999525174,-1.07569498490783,0.282063691084678,0.402899843945999,"TAEGUT_R16507","NS.",NA,NA
"TAEGUT_R06021",420.54731840491,-1.87622485842164,0.444444232387495,-4.22150794564891,2.42673399203102e-05,0.000112418437444779,"TAEGUT_R06021","significant","DOWN",NA
"TAEGUT_R13277",201.758695355904,1.79442043167603,0.912313851821836,1.96688938581025,0.0491959644751771,0.095497754144588,"TAEGUT_R13277","NS.",NA,NA
"TAEGUT_R07281",1664.56330995626,-1.16296677997552,0.3026412625849,-3.84272379133785,0.000121676379178988,0.000477688740984286,"TAEGUT_R07281","significant","DOWN",NA
"TAEGUT_R07280",1.27133572668118,2.30141192324179,1.99963152628373,1.15091800313777,0.249765970556337,0.365750659586183,"TAEGUT_R07280","NS.",NA,NA
"TAEGUT_R07283",91.3178327022393,-6.3578137907172,0.774970376957527,-8.20394427936392,2.32625956457217e-16,9.36000472901275e-15,"TAEGUT_R07283","significant","DOWN",NA
"TAEGUT_R07282",172.679967024272,2.39575139653358,0.255686364218278,9.36988330941396,7.26127619149298e-21,6.78858134922324e-19,"TAEGUT_R07282","significant","UP",NA
"TAEGUT_R07285",4028.55532359069,-4.56473005265382,0.514501564811347,-8.87214027099719,7.17533204340373e-19,4.7188942321309e-17,"TAEGUT_R07285","significant","DOWN",NA
"TAEGUT_R07284",354.269115909018,-4.90139861944064,0.947175200485079,-5.17475395991204,2.28211508040052e-07,1.5758326869442e-06,"TAEGUT_R07284","significant","DOWN",NA
"TAEGUT_R07287",64.2193576544198,7.54933153659326,0.712581331425065,10.5943436961724,3.16553605866478e-26,6.09829330412674e-24,"TAEGUT_R07287","significant","UP",NA
"TAEGUT_R07286",81.4877891684021,5.41508139232651,0.675779272529771,8.01309186660199,1.11860019251689e-15,3.94342751787099e-14,"TAEGUT_R07286","significant","UP",NA
"TAEGUT_R05757",173.11618407574,-0.958020890047782,0.195087296609621,-4.9107292309495,9.0738312215212e-07,5.6007733552882e-06,"TAEGUT_R05757","significant",NA,NA
"TAEGUT_R16875",50.1161634766816,-3.20899592272061,0.730429942477822,-4.39329733914631,1.11644263872663e-05,5.57095916606613e-05,"TAEGUT_R16875","significant","DOWN",NA
"TAEGUT_R12867",4.25442830612086,4.52473925703828,0.828290911808914,5.46274164370179,4.68836692771703e-08,3.70101548201238e-07,"TAEGUT_R12867","significant","UP",NA
"TAEGUT_R14473",6.36646392481419,1.24703940820551,0.933858096892453,1.3353628483334,0.181757618010743,0.283348151929123,"TAEGUT_R14473","NS.",NA,NA
