"","PGC_SRR11924447","PGC_SRR11924448","PGC_SRR11924449","PGC_SRR11924450","PGC_SRR11924451","PGC_SRR11924452","PGC_SRR11924453","PGC_SRR11924454","Testis_SRR2299402","Testis_SRR2299403","Testis_SRR2299404","Testis_SRR8551567","Testis_SRR8695301","Ovary_SRR8551565","Blood_SRR6761851","Blood_SRR6761852","Blood_SRR6761853","Blood_SRR6761854","Blood_SRR6761855","Blood_SRR6761856","Blood_SRR6761867","Blood_SRR6761868","Blood_SRR6761869","Blood_SRR6761870","Brian_SRR3208120","Brian_SRR3208121","Brian_SRR3208122","Muscle_SRR8551561","Muscle_SRR8695298","Spleen_SRR5001848","Spleen_SRR5001850","Spleen_SRR5001851"
"TAEGUT_R14336",9.89497957929452,5.04941661541773,29.7023387034386,1.87854615632849,1.74330943353591,2.16196141488431,1.19360133371935,1.26831852077308,1.66614494816871,4.57390795691391,11.4326365117596,3.17298924057955,3.17298924057955,0,0,0,0,0,0,0,0,0,0,0,0.914768624546682,0,0,0,0,0,0,0
"TAEGUT_R14440",2.63866122114521,1.44269046154792,13.3660524165474,1.87854615632849,0,0,0,0,0,0,0,0.396623655072443,0.396623655072443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAEGUT_R17232",10.5546448845808,9.3774880000615,40.0981572496421,9.86236732072455,2.90551572255986,2.16196141488431,0.596800666859673,0,0,1.30683084483255,1.71489547676394,5.55273117101421,5.55273117101421,7.66052891742304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35141290362263
"TAEGUT_R10244",21.768955074448,0,83.1665483696281,1.87854615632849,4.64882515609577,4.32392282976863,0.596800666859673,1.90247778115963,2.49921742225307,6.53415422416273,5.14468643029182,1.98311827536222,1.98311827536222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAEGUT_R05011",9.23531427400822,6.49210707696565,46.0386249903298,6.5749115471497,1.74330943353591,6.48588424465294,4.77440533487739,1.26831852077308,1.66614494816871,4.57390795691391,5.7163182558798,3.96623655072443,3.96623655072443,1.91513222935576,0,0,0,3.05300814049576,0,0,0,0,0,2.85811187899206,4.57384312273341,4.34031832244214,5.18691710630386,1.92608073227329,1.92596234441023,2.47144230627273,1.69824320286019,0.45047096787421
"TAEGUT_R08797",16.4916326321575,17.3122855385751,62.3749112772211,3.75709231265697,2.90551572255986,6.48588424465294,4.77440533487739,2.53663704154617,1.66614494816871,1.30683084483255,2.28652730235192,2.7763655855071,2.7763655855071,60.9012048935132,25.4365177660638,5.7433669694788,2.0835508383518,0,5.87430377056559,5.50729708737752,0,10.3511082152067,11.7640911820528,20.0067831529444,0.914768624546682,0.868063664488428,0,0,0,38.7192627982728,63.2595593065419,14.8655419398489
"TAEGUT_R05226",7.91598366343562,12.9842141539313,41.583274184814,6.5749115471497,2.90551572255986,2.88261521984575,1.19360133371935,0.634159260386542,6.66457979267485,3.92049253449764,13.1475319885235,2.37974193043466,2.37974193043466,3.06421156696922,0,0,0,0,0,0,0,0,0,0,0,1.73612732897686,0,0.642026910757762,0.641987448136742,0.823814102090912,1.69824320286019,3.15329677511947
"TAEGUT_R18271",11.2143101898671,10.8201784616094,65.3451451475649,10.8016403988888,4.0677220115838,5.7652304396915,5.96800666859673,3.17079630193271,4.16536237042178,3.92049253449764,6.28795008146778,26.1771612347813,26.1771612347813,19.9173751852999,2.11970981383865,8.6150504542182,10.417754191759,9.15902442148727,8.81145565584839,16.5218912621326,13.9950562484618,10.3511082152067,3.92136372735094,20.0067831529444,2.74430587364004,2.60419099346528,0,4.49418837530433,4.49391213695719,3.29525640836365,11.0385808185912,12.6131871004779
"TAEGUT_R05091",9.89497957929452,5.77076184619169,35.6428064441263,4.69636539082122,7.55434087865562,3.60326902480719,1.19360133371935,1.26831852077308,0,1.30683084483255,1.14326365117596,7.93247310144887,7.93247310144887,33.7063272366614,0,0,4.16710167670359,0,5.87430377056559,0,0,4.14044328608267,0,0,6.40338037182677,1.73612732897686,1.03738342126077,5.13621528606209,5.13589958509394,6.59051281672729,7.64209441287084,8.10847742173577
"TAEGUT_R02701",9.89497957929452,0,51.9790927310176,3.75709231265697,6.97323773414365,3.60326902480719,3.58080400115804,4.4391148227058,4.99843484450613,1.96024626724882,5.14468643029182,7.93247310144887,7.93247310144887,4.59631735045383,8.4788392553546,0,0,3.05300814049576,0,5.50729708737752,0,0,3.92136372735094,0,0,0,1.03738342126077,0,0,4.11907051045456,5.51929040929561,14.4150709719747
"TAEGUT_R10379",2.63866122114521,1.44269046154792,4.45535080551579,1.40890961724636,1.16220628902394,0,0,0.634159260386542,0.833072474084356,0.653415422416273,1.14326365117596,0.396623655072443,0.396623655072443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAEGUT_R17974",20.4496244638753,10.0988332308355,59.4046774068772,8.92309424256031,12.2031660347514,6.48588424465294,4.77440533487739,3.17079630193271,1.66614494816871,3.26707711208136,1.71489547676394,0.793247310144886,0.793247310144886,0,0,0,0,0,0,0,0,0,0,0,0.914768624546682,0,2.07476684252154,0,0,0,0,0
"TAEGUT_R14774",11.2143101898671,6.49210707696565,7.42558467585965,3.75709231265697,17.4330943353591,8.64784565953726,14.3232160046322,5.70743334347888,0.833072474084356,9.14781591382782,11.4326365117596,14.6750752376804,14.6750752376804,46.3461999504094,8.4788392553546,8.6150504542182,4.16710167670359,0,0,0,0,2.07022164304133,3.92136372735094,0,52.1418115991608,51.2157562048172,16.5981347401724,7.70432292909314,7.7038493776409,3.29525640836365,4.67016880786551,5.85612258236473
"TAEGUT_R14777",1.3193306105726,2.88538092309585,2.97023387034386,2.81781923449273,0.581103144511971,2.88261521984575,1.19360133371935,0,0.833072474084356,0,1.71489547676394,1.98311827536222,1.98311827536222,0,0,0,0,0,0,2.75364854368876,0,0,0,0,0,0,0,0,0,0,0,0
"TAEGUT_R07755",1.9789959158589,1.44269046154792,5.94046774068772,0,1.16220628902394,0.720653804961438,0,0,0,0,0,0.396623655072443,0.396623655072443,0.766052891742304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAEGUT_R07028",18.4706285480164,11.5415236923834,89.1070161103158,17.8461884851206,7.55434087865562,9.36849946449869,4.77440533487739,5.70743334347888,4.99843484450613,9.14781591382782,9.71774103499567,5.55273117101421,5.55273117101421,3.06421156696922,0,0,0,3.05300814049576,8.81145565584839,0,0,0,7.84272745470188,0,14.6362979927469,2.60419099346528,5.18691710630386,1.92608073227329,1.92596234441023,4.11907051045456,4.67016880786551,4.05423871086789
"TAEGUT_R01349",13.193306105726,4.32807138464377,51.9790927310176,6.10527500806758,5.81103144511971,4.32392282976863,4.77440533487739,0,0,0.653415422416273,0.57163182558798,1.58649462028977,1.58649462028977,0.383026445871152,0,0,0,0,0,2.75364854368876,0,0,0,0,0,0,0,0,0,0,0.849121601430093,0
"TAEGUT_R04989",3.95799183171781,2.16403569232188,11.8809354813754,1.40890961724636,1.16220628902394,7.92719185457582,4.17760466801771,1.26831852077308,0,0,0,0,0,2.29815867522691,8.4788392553546,8.6150504542182,4.16710167670359,6.10601628099151,5.87430377056559,5.50729708737752,2.33250937474363,4.14044328608267,7.84272745470188,11.4324475159682,0,0.868063664488428,0,0,0,0.823814102090912,1.69824320286019,1.80188387149684
"TAEGUT_R10231",47.4959019806137,36.0672615386981,161.87774593374,21.6032807977776,19.757506913407,15.1337299041902,13.7264153377725,7.60991112463851,3.33228989633742,7.84098506899527,13.1475319885235,12.2953333072457,12.2953333072457,4.97934379632498,0,0,0,0,0,0,0,0,0,0,0,2.60419099346528,4.14953368504309,0.642026910757762,0.641987448136742,6.59051281672729,0.424560800715047,0
"TAEGUT_R06752",11.2143101898671,8.65614276928754,49.0088588606737,6.10527500806758,3.48661886707183,25.9435369786118,8.9520100028951,2.53663704154617,0,0,1.71489547676394,0.793247310144886,0.793247310144886,10.3417140385211,65.7110042289981,71.792087118485,68.7571776656092,88.5372360743769,111.611771640746,57.8266194174639,58.3127343685907,55.895984362116,43.1350010008603,111.46636328069,0,1.73612732897686,0,0,0,11.5333974292728,8.91577681501598,4.05423871086789
"TAEGUT_R18151",21.768955074448,20.1976664616709,100.987951591691,7.98382116439607,8.13544402316759,7.20653804961438,7.75840866917575,0,4.99843484450613,5.22732337933018,3.42979095352788,1.98311827536222,1.98311827536222,1.91513222935576,4.2394196276773,0,0,0,5.87430377056559,0,0,0,7.84272745470188,2.85811187899206,7.31814899637345,2.60419099346528,2.07476684252154,1.28405382151552,1.28397489627348,28.8334935731819,5.09472960858056,0
"TAEGUT_R18565",1.9789959158589,5.04941661541773,8.91070161103158,1.40890961724636,3.48661886707183,2.16196141488431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAEGUT_R14758",7.91598366343562,5.77076184619169,25.2469878979228,4.22672885173909,2.90551572255986,5.7652304396915,4.77440533487739,7.60991112463851,0,2.61366168966509,0.57163182558798,0,0,5.36237024219613,23.3168079522251,17.2301009084364,31.2532625752769,15.2650407024788,26.4343669675452,24.7828368931988,30.3226218716672,14.4915515012893,19.6068186367547,40.0135663058888,2.74430587364004,3.47225465795371,2.07476684252154,0,0,0.823814102090912,1.69824320286019,4.95518064661631
"TAEGUT_R04914",17.8109632427301,13.7055593847053,98.0177177213474,5.16600192990334,6.39213458963168,16.5750375141131,7.16160800231608,6.97575186425196,8.33072474084356,11.1080621810766,18.8638502444033,6.74260213623154,6.74260213623154,6.12842313393843,0,0,0,0,0,0,0,0,0,0,1.82953724909336,0,0,0,0,0,0,3.60376774299368
"TAEGUT_R09008",25.7269469061658,59.8716541542388,274.746633006807,37.5709231265697,21.5008163469429,26.6641907835732,5.37120600173706,8.24407038502505,12.4960871112653,23.5229552069858,22.8652730235192,5.15610751594176,5.15610751594176,8.8096082550365,0,0,4.16710167670359,15.2650407024788,14.685759426414,2.75364854368876,0,2.07022164304133,3.92136372735094,0,0,1.73612732897686,2.07476684252154,4.49418837530433,4.49391213695719,3.29525640836365,2.12280400357523,4.05423871086789
"TAEGUT_R16422",5.27732244229041,6.49210707696565,40.0981572496421,0,2.90551572255986,0,4.77440533487739,0,0,0,0,0,0,2.29815867522691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAEGUT_R15368",11.2143101898671,3.60672615386981,32.6725725737825,4.22672885173909,2.32441257804788,12.2511146843444,2.98400333429837,5.07327408309234,0,0,1.71489547676394,0.793247310144886,0.793247310144886,1.14907933761346,0,0,0,0,0,0,0,0,0,0,1.82953724909336,0,0,0,0,0,1.27368240214514,0.900941935748419
"TAEGUT_R02338",6.59665305286302,5.77076184619169,14.8511693517193,2.81781923449273,1.16220628902394,2.16196141488431,1.79040200057902,0,0,0,0,0.793247310144886,0.793247310144886,0.766052891742304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAEGUT_R04435",8.57564896872192,5.04941661541773,20.791637092407,1.87854615632849,0.581103144511971,2.88261521984575,1.79040200057902,0.634159260386542,0.833072474084356,0,0.57163182558798,0.396623655072443,0.396623655072443,0.766052891742304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAEGUT_R04434",20.4496244638753,23.0830473847668,54.9493266013614,5.63563846898546,5.22992830060774,6.48588424465294,9.54881066975477,7.60991112463851,1.66614494816871,1.96024626724882,0,0.396623655072443,0.396623655072443,3.06421156696922,0,0,0,0,0,0,2.33250937474363,0,0,0,0,0,0,0,0,0,0,0
"TAEGUT_R04433",11.8739754951534,18.033630769349,98.0177177213474,9.86236732072455,6.97323773414365,7.92719185457582,7.16160800231608,3.80495556231925,5.83150731859049,8.49440049141154,8.5744773838197,3.96623655072443,3.96623655072443,3.06421156696922,0,0,0,0,0,0,0,0,0,0,1.82953724909336,0,0,0,0,0,0,3.15329677511947
"TAEGUT_R02310",3.29832652643151,0.721345230773962,34.1576895089544,0.939273078164243,4.64882515609577,6.48588424465294,2.38720266743869,1.26831852077308,0.833072474084356,0,0,0.396623655072443,0.396623655072443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47144230627273,0,0
"TAEGUT_R02311",8.57564896872192,9.3774880000615,44.5535080551579,2.81781923449273,3.48661886707183,2.16196141488431,2.98400333429837,2.53663704154617,4.99843484450613,17.6422164052394,20.0071138955793,140.008150240572,140.008150240572,3.06421156696922,0,0,0,0,0,0,2.33250937474363,0,0,2.85811187899206,0.914768624546682,0,1.03738342126077,0,0,0,0,0
"TAEGUT_R02313",1.3193306105726,0.721345230773962,7.42558467585965,0,0,1.44130760992288,0,1.26831852077308,0,1.30683084483255,3.42979095352788,13.0885806173906,13.0885806173906,0.383026445871152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAEGUT_R18930",0.659665305286302,0,5.94046774068772,0.469636539082122,0,2.16196141488431,0.596800666859673,0.634159260386542,0.833072474084356,3.26707711208136,7.43121373264374,0.793247310144886,0.793247310144886,0.766052891742304,0,0,0,0,0,2.75364854368876,0,0,0,0,0,1.73612732897686,2.07476684252154,1.28405382151552,1.28397489627348,0,0,0.900941935748419
"TAEGUT_R13945",6.59665305286302,4.32807138464377,13.3660524165474,3.75709231265697,0,3.60326902480719,1.79040200057902,0,4.16536237042178,11.7614776034929,16.5773229420514,3.17298924057955,3.17298924057955,0,0,0,2.0835508383518,0,0,0,0,0,0,0,0,0,2.07476684252154,0,0,0,0.849121601430093,0
"TAEGUT_R08401",9.23531427400822,6.49210707696565,34.1576895089544,2.81781923449273,4.0677220115838,5.7652304396915,4.77440533487739,0,2.49921742225307,5.88073880174645,8.5744773838197,3.56961289565199,3.56961289565199,8.04355536329419,6.35912944151595,0,4.16710167670359,0,8.81145565584839,8.26094563106628,0,6.210664929124,0,5.71622375798411,10.9772234945602,13.0209549673264,12.4486010551293,1.92608073227329,1.92596234441023,10.7095833271818,3.82104720643542,4.05423871086789
"TAEGUT_R16609",28.365608127311,23.8043926155407,139.600991906161,13.1498230942994,19.176403768895,18.7369989289974,16.7104186720709,3.80495556231925,57.4820007118205,49.0061566812204,26.8666958026351,186.016494228976,186.016494228976,0.766052891742304,0,0,0,0,0,0,0,0,0,0,9.14768624546682,13.8890186318148,12.4486010551293,1.28405382151552,1.28397489627348,1.64762820418182,0.849121601430093,0
"TAEGUT_R19205",13.8529714110123,6.49210707696565,43.068391119986,7.51418462531395,0,11.530460879383,6.56480733545641,0.634159260386542,1.66614494816871,4.57390795691391,10.8610046861716,7.13922579130398,7.13922579130398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5333974292728,0,0
"TAEGUT_R08472",133.252391667833,84.3973920005535,307.41920558059,53.5385654553619,13.9464754682873,23.060921758766,14.9200166714918,9.51238890579813,14.9953045335184,12.4148930259092,23.4369048491072,8.72572041159375,8.72572041159375,18.3852694018153,0,0,0,12.212032561983,0,11.014594174755,6.99752812423088,0,0,11.4324475159682,1.82953724909336,4.34031832244214,0,3.21013455378881,3.20993724068371,3.29525640836365,9.34033761573103,17.5683677470942
"TAEGUT_R12198",8.57564896872192,7.21345230773962,23.7618709627509,1.40890961724636,1.74330943353591,0,1.19360133371935,6.34159260386542,0,22.8695397845695,45.1589142214504,194.74221464057,194.74221464057,4.97934379632498,0,0,0,0,0,0,0,0,0,0,0,0,2.07476684252154,0,0,0,0,0
"TAEGUT_R12197",0,0,10.3958185462035,0,0,4.32392282976863,0,0,0,0,3.42979095352788,3.96623655072443,3.96623655072443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAEGUT_R03558",11.8739754951534,9.3774880000615,28.2172217682667,6.10527500806758,1.74330943353591,10.0891532694601,4.77440533487739,8.87822964541159,6.66457979267485,4.57390795691391,5.14468643029182,13.8818279275355,13.8818279275355,4.59631735045383,0,0,0,0,0,0,0,0,0,0,0,3.47225465795371,2.07476684252154,3.85216146454657,3.85192468882045,9.88576922509094,6.79297281144075,5.40565161449052
"TAEGUT_R14800",17.1512979374438,17.3122855385751,11.8809354813754,8.92309424256031,25.5685383585267,21.6196141488431,8.35520933603543,10.7807074265712,7.4976522667592,7.84098506899527,10.2893728605836,19.0379354434773,19.0379354434773,37.1535652495018,4.2394196276773,0,0,0,0,0,0,0,0,0,20.124909740027,39.0628649019793,23.8598186889978,3.21013455378881,3.20993724068371,3.29525640836365,4.67016880786551,11.7122451647295
"TAEGUT_R08272",15.1723020215849,8.65614276928754,56.4344435365334,9.39273078164243,6.39213458963168,12.9717684893059,5.96800666859673,2.53663704154617,0,0,1.14326365117596,13.0885806173906,13.0885806173906,55.5388346513171,0,0,4.16710167670359,0,5.87430377056559,0,0,4.14044328608267,0,0,5.48861174728009,1.73612732897686,1.03738342126077,7.70432292909314,7.7038493776409,13.1810256334546,9.34033761573103,4.95518064661631
"TAEGUT_R09011",9.23531427400822,7.93479753851358,31.1874556386105,3.28745577357485,5.81103144511971,7.20653804961438,5.96800666859673,1.26831852077308,0,0,2.28652730235192,1.18987096521733,1.18987096521733,16.0871107265884,0,0,0,6.10601628099151,0,0,0,0,0,0,0,0,0,0,0,3.29525640836365,8.06665521358589,0
"TAEGUT_R08377",75.2018448026384,35.3459163079241,231.678241886821,49.7814731427049,22.0819194914549,35.3120364431105,12.5328140040531,5.07327408309234,23.326029274362,48.3527412588042,97.7490421755446,12.2953333072457,12.2953333072457,0.383026445871152,0,0,0,0,0,0,0,0,0,0,1.82953724909336,31.2502919215834,36.308419744127,0,0,0,1.27368240214514,0.45047096787421
"TAEGUT_R18815",8.57564896872192,6.49210707696565,53.4642096661895,4.69636539082122,4.0677220115838,4.32392282976863,1.79040200057902,1.90247778115963,4.16536237042178,6.53415422416273,5.7163182558798,3.17298924057955,3.17298924057955,1.91513222935576,0,0,0,3.05300814049576,0,0,0,0,0,0,2.74430587364004,0.868063664488428,1.03738342126077,1.28405382151552,1.28397489627348,1.64762820418182,0.424560800715047,1.35141290362263
"TAEGUT_R08804",37.6009224013192,44.7234043079856,60.8897943420491,13.1498230942994,7.55434087865562,7.20653804961438,7.16160800231608,12.6831852077308,0,0,1.71489547676394,2.37974193043466,2.37974193043466,9.5756611467788,0,5.7433669694788,6.25065251505539,0,8.81145565584839,2.75364854368876,2.33250937474363,0,0,0,0.914768624546682,0,2.07476684252154,9.63040366136643,9.62981172205113,2.47144230627273,16.9824320286019,22.0730774258363
"TAEGUT_R14147",13.8529714110123,19.476321230897,114.354004008239,14.5587327115458,11.0409597457275,6.48588424465294,10.7424120034741,5.70743334347888,6.66457979267485,9.80123133624409,13.1475319885235,1.58649462028977,1.58649462028977,3.06421156696922,0,0,0,3.05300814049576,0,2.75364854368876,0,0,3.92136372735094,2.85811187899206,0.914768624546682,0.868063664488428,1.03738342126077,1.28405382151552,1.28397489627348,1.64762820418182,4.67016880786551,9.4598903253584
"TAEGUT_R12437",7.25631835814932,7.21345230773962,40.0981572496421,6.10527500806758,8.71654716767956,5.7652304396915,4.17760466801771,2.53663704154617,0,0,3.42979095352788,1.98311827536222,1.98311827536222,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07476684252154,0,0,0,1.69824320286019,0
