"","PGC_SRR11924447","PGC_SRR11924448","PGC_SRR11924449","PGC_SRR11924450","PGC_SRR11924451","PGC_SRR11924452","PGC_SRR11924453","PGC_SRR11924454","Testis_SRR2299402","Testis_SRR2299403","Testis_SRR2299404","Testis_SRR8551567","Testis_SRR8695301","Ovary_SRR8551565","Blood_SRR6761851","Blood_SRR6761852","Blood_SRR6761853","Blood_SRR6761854","Blood_SRR6761855","Blood_SRR6761856","Blood_SRR6761867","Blood_SRR6761868","Blood_SRR6761869","Blood_SRR6761870","Brian_SRR3208120","Brian_SRR3208121","Brian_SRR3208122","Muscle_SRR8551561","Muscle_SRR8695298","Spleen_SRR5001848","Spleen_SRR5001850","Spleen_SRR5001851"
"TAEGUT_R18896",6.59665305286302,7.21345230773962,22.276754027579,1.40890961724636,4.0677220115838,2.16196141488431,1.79040200057902,0.634159260386542,3.33228989633742,3.92049253449764,5.14468643029182,1.18987096521733,1.18987096521733,1.14907933761346,0,0,0,3.05300814049576,0,0,0,0,0,2.85811187899206,1.82953724909336,0.868063664488428,1.03738342126077,0.642026910757762,0.641987448136742,0,0.424560800715047,1.35141290362263
"TAEGUT_R02845",5.93698774757671,4.32807138464377,49.0088588606737,3.28745577357485,2.90551572255986,2.16196141488431,0,0.634159260386542,3.33228989633742,5.22732337933018,6.28795008146778,1.18987096521733,1.18987096521733,3.83026445871152,0,0,4.16710167670359,0,0,0,0,0,0,0,0,3.47225465795371,1.03738342126077,0.642026910757762,0.641987448136742,4.11907051045456,9.76489841644607,2.25235483937105
"TAEGUT_R15914",87.7354856030781,61.3143446157867,337.121544284028,30.5263750403379,23.2441257804788,38.1946516629562,14.9200166714918,12.0490259473443,19.9937393780245,49.0061566812204,62.8795008146778,12.6919569623182,12.6919569623182,135.591361838388,76.3095532981914,40.2035687863516,64.5900759889057,58.0071546694194,82.2402527879183,74.3485106795965,51.3152062443598,26.9128813595373,35.2922735461584,108.608251401698,184.78326215843,125.001167686334,88.1775908071657,44.2998568422856,44.2971339214352,30.4811217773637,24.6245264414727,24.3254322652073
"TAEGUT_R19225",4.61765713700411,0,8.91070161103158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAEGUT_R19088",5.93698774757671,2.16403569232188,17.8214032220632,2.34818269541061,0,0.720653804961438,2.38720266743869,0,0.833072474084356,1.96024626724882,1.71489547676394,0.793247310144886,0.793247310144886,0,0,0,0,0,0,0,0,0,0,0,1.82953724909336,0,1.03738342126077,0,0,0,0,0
"TAEGUT_R10373",18.4706285480164,20.1976664616709,102.473068526863,6.5749115471497,11.0409597457275,7.20653804961438,4.17760466801771,5.07327408309234,4.16536237042178,3.92049253449764,2.8581591279399,7.53584944637642,7.53584944637642,11.1077669302634,6.35912944151595,14.358417423697,18.7519575451662,9.15902442148727,26.4343669675452,13.7682427184438,6.99752812423088,10.3511082152067,7.84272745470188,25.7230069109285,1.82953724909336,1.73612732897686,0,1.28405382151552,1.28397489627348,2.47144230627273,3.39648640572037,7.20753548598735
"TAEGUT_R09009",17.1512979374438,2.88538092309585,35.6428064441263,2.34818269541061,4.0677220115838,2.16196141488431,3.58080400115804,4.4391148227058,0,13.0683084483255,21.7220093723433,3.96623655072443,3.96623655072443,0,0,0,0,0,0,0,0,0,0,0,0,0,6.22430052756464,0,0,0,0,0
"TAEGUT_R19202",8.57564896872192,5.04941661541773,41.583274184814,4.22672885173909,4.0677220115838,2.16196141488431,5.37120600173706,3.17079630193271,0,0,0,10.708838686956,10.708838686956,27.1948776568518,0,0,0,0,0,0,0,0,0,0,4.57384312273341,0,0,7.06229601833538,7.06186192950416,9.88576922509094,10.1894592171611,2.25235483937105
"TAEGUT_R14049",23.0882856850206,19.476321230897,84.6516653048,7.04454808623182,5.81103144511971,6.48588424465294,3.58080400115804,0.634159260386542,2.49921742225307,1.96024626724882,0.57163182558798,0,0,1.91513222935576,4.2394196276773,0,0,0,0,5.50729708737752,0,0,0,0,0,0,0,0,0,2.47144230627273,0,0
"TAEGUT_R18003",11.2143101898671,13.7055593847053,34.1576895089544,17.8461884851206,50.5559735725415,21.6196141488431,13.1296146709128,23.4638926343021,11.663014637181,10.4546467586604,12.5759001629356,5.15610751594176,5.15610751594176,1.14907933761346,0,0,0,0,0,0,0,0,0,0,0,0,2.07476684252154,0,0,0,0,0
"TAEGUT_R14312",2.63866122114521,0,16.3362862868912,3.28745577357485,3.48661886707183,3.60326902480719,1.19360133371935,0.634159260386542,2.49921742225307,0.653415422416273,0.57163182558798,2.7763655855071,2.7763655855071,2.68118512109807,0,0,108.344643594293,24.4240651239661,0,0,97.9653937392324,31.05332464562,0,171.486712739523,0,0,0,0,0,0,0,1.35141290362263
"TAEGUT_R15073",13.193306105726,10.0988332308355,54.9493266013614,12.2105500161352,8.71654716767956,10.8098070744216,5.37120600173706,3.17079630193271,2.49921742225307,3.26707711208136,11.4326365117596,4.75948386086932,4.75948386086932,1.14907933761346,0,0,0,0,0,0,0,0,0,0,0,1.73612732897686,4.14953368504309,0,0,0,0.424560800715047,0
