"","ID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","significant","diffexpressed","ERVK_regulated","name"
"5068","GALGAL_R07347-TAEGUT_R00894",40.6989243749279,1.94337760046334,0.267957928735673,7.25254747875133,4.09004799151749e-13,1.72600025242038e-12,"significant","UP",NA,NA
"5069","GALGAL_R07348-TAEGUT_R00895",38.5933612142918,1.19330755172758,0.200559122705702,5.94990412616947,2.68299600624015e-09,8.49391760122408e-09,"significant","UP",NA,NA
"5070","GALGAL_R07349-TAEGUT_R00896",836.163171508684,0.401917029144465,0.140167194077955,2.86741153511953,0.00413844484958955,0.00684730722327879,"significant",NA,NA,NA
"5071","GALGAL_R07350-TAEGUT_R00897",69.5746270260896,0.136855014713776,0.165701386237851,0.825913517206982,0.408853152189931,0.471001482388798,"NS.",NA,NA,NA
"5072","GALGAL_R07352-TAEGUT_R00900",62.8409809805485,-2.1488131240423,0.395844914200022,-5.42842170496219,5.68545768651996e-08,1.60250760711918e-07,"significant","DOWN",NA,NA
"5073","GALGAL_R07354-TAEGUT_R00901",55.3932780532095,0.878126116126695,0.193891710140685,4.52895131766871,5.92771533337767e-06,1.37418335224621e-05,"significant",NA,NA,NA
"5074","GALGAL_R07356-TAEGUT_R00905",180.426777169262,0.159545393959046,0.181243692416137,0.880281083618228,0.378707057535765,0.440451579245977,"NS.",NA,NA,NA
"5075","GALGAL_R07357-TAEGUT_R00907",263.615459118982,0.580101919487616,0.0716980958820286,8.0908971479816,5.92268523435449e-16,2.96183514817386e-15,"significant",NA,NA,NA
"5076","GALGAL_R07358-TAEGUT_R00908",8.21331060223992,2.24969651995249,0.483632812271961,4.6516623001324,3.29269976901052e-06,7.84339475577134e-06,"significant","UP",NA,NA
"5077","GALGAL_R07359-TAEGUT_R00909",489.806143054272,1.50474024240523,0.0791028562025693,19.0225778769839,1.10894630172109e-80,5.79882485686936e-79,"significant","UP",NA,NA
"5078","GALGAL_R07360-TAEGUT_R00910",990.623012707563,0.199083105390561,0.155886122226454,1.27710602167237,0.2015648192279,0.250435958765905,"NS.",NA,NA,NA
"5079","GALGAL_R07361-TAEGUT_R00911",187.989118446678,-0.516114014208602,0.135756896176196,-3.80175172492709,0.000143676663648562,0.000285808672461339,"significant",NA,NA,NA
"5080","GALGAL_R07362-TAEGUT_R00912",26.679640295758,1.00783599601207,0.443271410284284,2.27363184863584,0.022988130896505,0.0342218406105045,"significant","UP",NA,NA
"5081","GALGAL_R07363-TAEGUT_R00913",56.3848084280204,-1.1819153273278,0.118070498488583,-10.010251014923,1.37403465955617e-23,1.03999464131416e-22,"significant","DOWN",NA,NA
"5082","GALGAL_R07365-TAEGUT_R00927",883.016827920697,0.415686311378274,0.0672626221466526,6.1800491582376,6.40816445881426e-10,2.14503183818979e-09,"significant",NA,NA,NA
"5083","GALGAL_R07366-TAEGUT_R00928",310.046046616712,-2.63301845693591,0.252476999746235,-10.4287458246983,1.83291556765467e-25,1.53941868241499e-24,"significant","DOWN",NA,NA
"5084","GALGAL_R07367-TAEGUT_R00929",464.962980775537,0.0121046005793336,0.105793027632927,0.114417753704273,0.908906640995345,0.928437249129524,"NS.",NA,NA,NA
"5085","GALGAL_R07368-TAEGUT_R00930",124.393415437844,1.75830154190639,0.149580948773606,11.7548495067217,6.66794456674894e-32,7.55135304183517e-31,"significant","UP",NA,NA
"5086","GALGAL_R07369-TAEGUT_R00931",49.5239413850593,0.846732152266398,0.160928820961068,5.2615320687103,1.42859965466176e-07,3.85414267532908e-07,"significant",NA,NA,NA
"5087","GALGAL_R07370-TAEGUT_R00933",18.0417868918131,-0.389778986260398,0.258752459765988,-1.50637789728804,0.131970191365073,0.170703967686355,"NS.",NA,NA,NA
"5088","GALGAL_R07371-TAEGUT_R00936",28.2049697912001,0.337140606630226,0.194911521216842,1.72971102234204,0.0836819183990453,0.112943825898925,"NS.",NA,NA,NA
"5089","GALGAL_R07372-TAEGUT_R00937",51.8842099657985,-0.644033053276375,0.121113232537059,-5.31761096442792,1.0513856627029e-07,2.87910185913655e-07,"significant",NA,NA,NA
"5090","GALGAL_R07373-TAEGUT_R00833",10.0420070502839,1.55620331305724,0.464019604593964,3.35374475054558,0.000797258705044031,0.00145018609279561,"significant","UP",NA,NA
"5091","GALGAL_R07374-TAEGUT_R00938",108.37359650114,0.509752964538946,0.145141555155208,3.51210901656552,0.000444565599334861,0.00083413267756636,"significant",NA,NA,NA
"5092","GALGAL_R07375-TAEGUT_R00939",377.858745412417,0.334648963906156,0.112925990778866,2.96343615493683,0.00304225164762857,0.00512094619538541,"significant",NA,NA,NA
"5093","GALGAL_R07376-TAEGUT_R00940",48.210222913191,-1.21372969435575,0.219024881314272,-5.54151513322454,2.99865654985225e-08,8.6861373615301e-08,"significant","DOWN",NA,NA
"5094","GALGAL_R07377-TAEGUT_R00943",199.27495773613,-1.71037321495409,0.321916790114568,-5.31309104550085,1.07781153128927e-07,2.94609983791274e-07,"significant","DOWN",NA,NA
"5095","GALGAL_R07378-TAEGUT_R00944",906.89976893787,0.745779427854563,0.0741038523379439,10.0639764914448,7.97121113583052e-24,6.08310636615696e-23,"significant",NA,NA,NA
"5096","GALGAL_R07379-TAEGUT_R00945",89.8271624421919,-0.625106456242864,0.377968607640746,-1.65385813426341,0.0981563407614184,0.130632545129753,"NS.",NA,NA,NA
"5097","GALGAL_R07380-TAEGUT_R00946",15.7576651304821,0.53059996882756,0.296097390684001,1.79197786107417,0.0731365124135557,0.0998878985689115,"NS.",NA,NA,NA
"5098","GALGAL_R07381-TAEGUT_R00947",10.8873819892413,0.622127875000966,0.313556224261327,1.98410309496031,0.0472443481873565,0.0668322483708936,"NS.",NA,NA,NA
"5099","GALGAL_R07382-TAEGUT_R00948",127.23490590434,0.44869704030336,0.19814170602004,2.26452597646443,0.0235417839330942,0.0349811014780484,"significant",NA,NA,NA
"5100","GALGAL_R07384-TAEGUT_R00950",302.566224493125,0.0269932096919622,0.162833177309713,0.165772173324484,0.868336245566523,0.893980484970773,"NS.",NA,NA,NA
"5101","GALGAL_R07385-TAEGUT_R00952",28.6275329592757,-1.03893373496,0.305396029796891,-3.40192285947845,0.00066913522231871,0.00123015734008363,"significant","DOWN",NA,NA
